,node_index
ENSG00000197442,3139
ENSG00000197766,3140
ENSG00000198763,3141
ENSG00000198793,3142
ENSG00000215440,3143
ENSG00000222028,3144
ENSG00000267534,3145
ENSG00000025708,3146
ENSG00000064989,3147
ENSG00000075429,3148
ENSG00000081248,3149
ENSG00000090339,3150
ENSG00000101213,3151
ENSG00000102967,3152
ENSG00000105409,3153
ENSG00000105697,3154
ENSG00000106258,3155
ENSG00000106991,3156
ENSG00000111142,3157
ENSG00000117601,3158
ENSG00000120899,3159
ENSG00000121764,3160
ENSG00000123416,3161
ENSG00000128609,3162
ENSG00000129084,3163
ENSG00000134058,3164
ENSG00000136244,3165
ENSG00000138794,3166
ENSG00000145888,3167
ENSG00000148400,3168
ENSG00000149968,3169
ENSG00000155111,3170
ENSG00000157764,3171
ENSG00000161509,3172
ENSG00000164308,3173
ENSG00000168263,3174
ENSG00000168447,3175
ENSG00000169783,3176
ENSG00000172901,3177
ENSG00000173327,3178
ENSG00000173826,3179
ENSG00000175591,3180
ENSG00000178035,3181
ENSG00000180871,3182
ENSG00000185010,3183
ENSG00000186716,3184
ENSG00000196262,3185
