source,target
1975,3186
1975,3187
1975,3188
1976,3189
1976,3190
1976,3191
1977,3192
1977,3193
1977,3194
1977,3195
1978,3196
1978,3197
1979,3198
1979,3199
1979,3200
1979,3201
1979,3202
1979,3203
1979,3204
1979,3205
1979,3206
1979,3207
1979,3208
1979,3209
1979,3210
1979,3211
1979,3212
1979,3213
1979,3214
1979,3215
1979,3216
1979,3217
1979,3218
1979,3219
1979,3220
1979,3221
1979,3222
1979,3223
1979,3224
1979,3225
1979,3226
1979,3227
1979,3228
1979,3229
1979,3230
1979,3231
1979,3232
1979,3233
1979,3234
1979,3235
1979,3236
1979,3237
1979,3238
1979,3239
1979,3240
1979,3241
1979,3242
1979,3243
1979,3244
1979,3245
1979,3246
1979,3247
1979,3248
1979,3249
1979,3250
1979,3251
1979,3252
1979,3253
1980,3254
1981,3255
1981,3256
1981,3257
1981,3258
1981,3259
1981,3260
1981,3261
1982,3186
1982,3188
1982,3262
1983,3263
1983,3264
1984,3265
1984,3266
1984,3267
1984,3268
1984,3269
1984,3270
1984,3271
1984,3272
1985,3243
1985,3264
1985,3273
1985,3274
1985,3275
1985,3276
1985,3277
1985,3278
1985,3279
1985,3280
1985,3281
1985,3282
1985,3283
1985,3284
1985,3285
1985,3286
1985,3287
1985,3288
1985,3289
1985,3290
1985,3291
1985,3292
1985,3293
1985,3294
1985,3295
1985,3296
1985,3297
1985,3298
1985,3299
1985,3300
1985,3301
1985,3302
1985,3303
1985,3304
1985,3305
1985,3306
1985,3307
1985,3308
1985,3309
1985,3310
1985,3311
1985,3312
1985,3313
1985,3314
1985,3315
1985,3316
1985,3317
1985,3318
1985,3319
1985,3320
1986,3321
1986,3322
1986,3323
1986,3324
1987,3325
1987,3326
1988,3246
1988,3300
1988,3301
1988,3303
1988,3327
1988,3328
1988,3329
1988,3330
1988,3331
1988,3332
1988,3333
1988,3334
1988,3335
1988,3336
1990,3337
1991,3198
1991,3199
1991,3200
1991,3201
1991,3202
1991,3203
1991,3204
1991,3205
1991,3206
1991,3207
1991,3208
1991,3209
1991,3210
1991,3211
1991,3212
1991,3213
1991,3214
1991,3215
1991,3216
1991,3217
1991,3218
1991,3219
1991,3220
1991,3221
1991,3222
1991,3223
1991,3224
1991,3225
1991,3226
1991,3227
1991,3228
1991,3229
1991,3230
1991,3231
1991,3232
1991,3233
1991,3234
1991,3235
1991,3236
1991,3237
1991,3238
1991,3239
1991,3240
1991,3241
1991,3242
1991,3243
1991,3244
1991,3245
1991,3246
1991,3247
1991,3248
1991,3249
1991,3250
1991,3251
1991,3252
1991,3253
1992,3213
1992,3243
1992,3281
1992,3288
1992,3306
1992,3338
1992,3339
1992,3340
1992,3341
1992,3342
1992,3343
1992,3344
1992,3345
1992,3346
1992,3347
1992,3348
1992,3349
1992,3350
1992,3351
1992,3352
1992,3353
1992,3354
1992,3355
1992,3356
1992,3357
1992,3358
1992,3359
1992,3360
1992,3361
1992,3362
1993,3363
1993,3364
1994,3198
1994,3199
1994,3200
1994,3201
1994,3202
1994,3203
1994,3204
1994,3205
1994,3206
1994,3207
1994,3208
1994,3209
1994,3210
1994,3211
1994,3212
1994,3213
1994,3214
1994,3215
1994,3216
1994,3217
1994,3218
1994,3219
1994,3220
1994,3221
1994,3222
1994,3223
1994,3224
1994,3225
1994,3226
1994,3227
1994,3228
1994,3229
1994,3230
1994,3231
1994,3232
1994,3233
1994,3234
1994,3235
1994,3236
1994,3237
1994,3238
1994,3239
1994,3240
1994,3241
1994,3242
1994,3243
1994,3244
1994,3245
1994,3246
1994,3247
1994,3248
1994,3249
1994,3250
1994,3251
1994,3252
1994,3253
1994,3264
1996,3365
1996,3366
1996,3367
1996,3368
1996,3369
1996,3370
1996,3371
1996,3372
1996,3373
1996,3374
1996,3375
1996,3376
1996,3377
1996,3378
1996,3379
1996,3380
1996,3381
1997,3325
1997,3326
1998,3218
1998,3264
1998,3281
1998,3283
1998,3284
1998,3297
1998,3304
1998,3382
1998,3383
1998,3384
1998,3385
1998,3386
1998,3387
1998,3388
1998,3389
1998,3390
1998,3391
1999,3330
1999,3392
1999,3393
1999,3394
2000,3297
2000,3395
2001,3396
2001,3397
2001,3398
2001,3399
2002,3320
2003,3186
2003,3400
2003,3401
2004,3193
2004,3387
2004,3402
2004,3403
2005,3404
2006,3264
2006,3405
2006,3406
2006,3407
2007,3408
2008,3409
2008,3410
2008,3411
2008,3412
2009,3193
2009,3413
2010,3328
2010,3329
2010,3333
2010,3414
2010,3415
2010,3416
2010,3417
2010,3418
2010,3419
2010,3420
2010,3421
2010,3422
2010,3423
2010,3424
2010,3425
2010,3426
2010,3427
2010,3428
2010,3429
2010,3430
2010,3431
2010,3432
2010,3433
2010,3434
2010,3435
2010,3436
2010,3437
2011,3297
2012,3438
2012,3439
2012,3440
2012,3441
2012,3442
2013,3198
2013,3199
2013,3200
2013,3201
2013,3202
2013,3203
2013,3204
2013,3205
2013,3206
2013,3207
2013,3208
2013,3209
2013,3210
2013,3211
2013,3212
2013,3213
2013,3214
2013,3215
2013,3216
2013,3217
2013,3218
2013,3219
2013,3220
2013,3221
2013,3222
2013,3223
2013,3224
2013,3225
2013,3226
2013,3227
2013,3228
2013,3229
2013,3230
2013,3231
2013,3232
2013,3233
2013,3234
2013,3235
2013,3236
2013,3237
2013,3238
2013,3239
2013,3240
2013,3241
2013,3242
2013,3243
2013,3244
2013,3245
2013,3246
2013,3247
2013,3248
2013,3249
2013,3250
2013,3251
2013,3252
2013,3253
2014,3443
2014,3444
2015,3445
2016,3193
2016,3446
2017,3193
2017,3447
2018,3448
2019,3224
2019,3232
2019,3249
2019,3253
2020,3409
2020,3410
2020,3411
2020,3412
2021,3201
2021,3277
2021,3449
2021,3450
2021,3451
2021,3452
2021,3453
2022,3438
2022,3439
2022,3440
2022,3441
2022,3442
2022,3454
2022,3455
2022,3456
2023,3457
2023,3458
2024,3459
2024,3460
2025,3461
2025,3462
2026,3186
2026,3188
2026,3446
2027,3463
2027,3464
2027,3465
2027,3466
2028,3264
2028,3292
2028,3388
2028,3467
2028,3468
2029,3186
2029,3188
2029,3469
2029,3470
2030,3341
2030,3353
2030,3362
2030,3471
2030,3472
2031,3297
2031,3419
2031,3458
2031,3473
2031,3474
2032,3193
2032,3475
2033,3219
2033,3476
2033,3477
2033,3478
2034,3405
2035,3193
2035,3479
2035,3480
2036,3211
2036,3449
2036,3481
2036,3482
2036,3483
2036,3484
2037,3413
2037,3485
2038,3214
2038,3297
2038,3486
2038,3487
2038,3488
2038,3489
2039,3449
2041,3358
2041,3415
2041,3441
2041,3442
2041,3456
2041,3490
2041,3491
2041,3492
2041,3493
2041,3494
2041,3495
2042,3439
2042,3496
2043,3337
2044,3264
2044,3297
2044,3497
2044,3498
2044,3499
2044,3500
2044,3501
2044,3502
2044,3503
2044,3504
2044,3505
2044,3506
2044,3507
2044,3508
2044,3509
2045,3268
2045,3331
2045,3510
2045,3511
2045,3512
2045,3513
2045,3514
2045,3515
2046,3516
2046,3517
2046,3518
2046,3519
2046,3520
2046,3521
2047,3396
2047,3397
2047,3398
2048,3210
2048,3227
2048,3228
2048,3242
2048,3246
2048,3382
2048,3522
2048,3523
2048,3524
2048,3525
2048,3526
2048,3527
2048,3528
2048,3529
2048,3530
2048,3531
2048,3532
2048,3533
2048,3534
2048,3535
2048,3536
2048,3537
2048,3538
2048,3539
2049,3415
2049,3540
2049,3541
2050,3542
2050,3543
2050,3544
2051,3259
2051,3328
2051,3329
2051,3333
2051,3415
2051,3542
2051,3545
2051,3546
2052,3199
2052,3208
2052,3210
2052,3221
2052,3226
2052,3227
2052,3228
2052,3229
2052,3230
2052,3238
2052,3244
2052,3246
2052,3249
2052,3250
2052,3251
2052,3252
2052,3253
2052,3365
2052,3376
2052,3377
2052,3378
2052,3510
2052,3511
2052,3512
2052,3547
2052,3548
2052,3549
2052,3550
2052,3551
2052,3552
2053,3553
2054,3330
2054,3554
2055,3193
2055,3413
2056,3555
2056,3556
2056,3557
2058,3413
2058,3485
2058,3558
2058,3559
2058,3560
2059,3488
2059,3561
2059,3562
2059,3563
2060,3352
2060,3454
2060,3455
2061,3330
2061,3331
2061,3564
2062,3196
2062,3273
2062,3292
2062,3299
2062,3301
2062,3308
2062,3318
2062,3327
2062,3328
2062,3329
2062,3333
2062,3387
2062,3403
2062,3415
2062,3565
2062,3566
2062,3567
2062,3568
2062,3569
2062,3570
2062,3571
2062,3572
2062,3573
2062,3574
2062,3575
2062,3576
2062,3577
2062,3578
2062,3579
2062,3580
2062,3581
2063,3483
2063,3489
2064,3196
2064,3197
2065,3297
2065,3413
2065,3485
2066,3582
2067,3583
2068,3584
2068,3585
2068,3586
2068,3587
2068,3588
2068,3589
2068,3590
2068,3591
2068,3592
2069,3198
2069,3199
2069,3200
2069,3201
2069,3202
2069,3203
2069,3204
2069,3205
2069,3206
2069,3207
2069,3208
2069,3209
2069,3210
2069,3211
2069,3212
2069,3213
2069,3214
2069,3215
2069,3216
2069,3217
2069,3218
2069,3219
2069,3220
2069,3221
2069,3222
2069,3223
2069,3224
2069,3225
2069,3226
2069,3227
2069,3228
2069,3229
2069,3230
2069,3231
2069,3232
2069,3233
2069,3234
2069,3235
2069,3236
2069,3237
2069,3238
2069,3239
2069,3240
2069,3241
2069,3242
2069,3243
2069,3244
2069,3245
2069,3246
2069,3247
2069,3248
2069,3249
2069,3250
2069,3251
2069,3252
2069,3253
2070,3555
2070,3556
2070,3557
2070,3593
2071,3594
2071,3595
2071,3596
2071,3597
2071,3598
2071,3599
2071,3600
2071,3601
2071,3602
2071,3603
2071,3604
2071,3605
2071,3606
2071,3607
2071,3608
2071,3609
2071,3610
2071,3611
2071,3612
2072,3613
2072,3614
2073,3615
2074,3616
2074,3617
2075,3196
2075,3270
2075,3273
2075,3274
2075,3295
2075,3299
2075,3301
2075,3308
2075,3317
2075,3318
2075,3328
2075,3329
2075,3333
2075,3334
2075,3357
2075,3387
2075,3403
2075,3415
2075,3565
2075,3568
2075,3569
2075,3570
2075,3571
2075,3572
2075,3573
2075,3574
2075,3575
2075,3576
2075,3577
2075,3578
2075,3579
2075,3580
2075,3581
2075,3618
2075,3619
2076,3219
2076,3476
2076,3620
2076,3621
2077,3198
2077,3199
2077,3200
2077,3201
2077,3202
2077,3203
2077,3204
2077,3205
2077,3206
2077,3207
2077,3208
2077,3209
2077,3210
2077,3211
2077,3212
2077,3213
2077,3214
2077,3215
2077,3216
2077,3217
2077,3218
2077,3219
2077,3220
2077,3221
2077,3222
2077,3223
2077,3224
2077,3225
2077,3226
2077,3227
2077,3228
2077,3229
2077,3230
2077,3231
2077,3232
2077,3233
2077,3234
2077,3235
2077,3236
2077,3237
2077,3238
2077,3239
2077,3240
2077,3241
2077,3242
2077,3243
2077,3244
2077,3245
2077,3246
2077,3247
2077,3248
2077,3249
2077,3250
2077,3251
2077,3252
2077,3253
2078,3255
2078,3608
2078,3622
2078,3623
2078,3624
2078,3625
2078,3626
2078,3627
2078,3628
2078,3629
2078,3630
2078,3631
2078,3632
2078,3633
2079,3256
2079,3257
2079,3259
2079,3261
2079,3297
2079,3408
2079,3449
2079,3544
2079,3583
2079,3634
2079,3635
2079,3636
2079,3637
2079,3638
2079,3639
2079,3640
2079,3641
2079,3642
2079,3643
2079,3644
2080,3412
2080,3645
2080,3646
2080,3647
2080,3648
2080,3649
2080,3650
2081,3198
2081,3440
2081,3651
2081,3652
2081,3653
2081,3654
2081,3655
2081,3656
2081,3657
2081,3658
2082,3659
2083,3458
2083,3625
2083,3660
2084,3193
2084,3661
2085,3662
2086,3333
2086,3663
2086,3664
2086,3665
2086,3666
2086,3667
2087,3668
2087,3669
2088,3364
2088,3542
2088,3670
2089,3186
2089,3187
2089,3188
2090,3671
2091,3672
2091,3673
2092,3560
2092,3674
2092,3675
2093,3633
2093,3676
2095,3677
2096,3678
2097,3268
2097,3320
2097,3399
2097,3412
2097,3493
2097,3510
2097,3511
2097,3512
2097,3513
2097,3603
2097,3679
2097,3680
2097,3681
2097,3682
2097,3683
2097,3684
2097,3685
2097,3686
2098,3687
2099,3325
2099,3326
2100,3325
2100,3326
2101,3231
2101,3297
2101,3688
2101,3689
2101,3690
2101,3691
2101,3692
2101,3693
2101,3694
2102,3695
2102,3696
2102,3697
2102,3698
2103,3458
2103,3660
2104,3213
2104,3243
2104,3281
2104,3288
2104,3306
2104,3338
2104,3339
2104,3340
2104,3341
2104,3342
2104,3346
2104,3348
2104,3350
2104,3351
2104,3352
