,node_index
CHEMBL1742990,1197
CHEMBL1863513,1198
CHEMBL190461,1199
CHEMBL205596,1200
CHEMBL2103875,1201
CHEMBL2107062,1202
CHEMBL2107886,1203
CHEMBL2111097,1204
CHEMBL219916,1205
CHEMBL3182343,1206
CHEMBL403,1207
CHEMBL427,1208
CHEMBL4297762,1209
CHEMBL531,1210
CHEMBL623,1211
CHEMBL65794,1212
CHEMBL697,1213
CHEMBL765,1214
CHEMBL970,1215
CHEMBL1094636,1216
CHEMBL1198857,1217
CHEMBL1200598,1218
CHEMBL1442422,1219
CHEMBL1489,1220
CHEMBL159,1221
CHEMBL1628502,1222
CHEMBL1743007,1223
CHEMBL2104391,1224
CHEMBL2108574,1225
CHEMBL2367706,1226
CHEMBL3039514,1227
CHEMBL3039520,1228
CHEMBL306700,1229
