id,name,drugType,blackBoxWarning,yearOfFirstApproval,parentId,childChemblIds,linkedDiseases.rows,hasBeenWithdrawn,linkedTargets.rows
CHEMBL1200656,NATAMYCIN,Small molecule,False,1978.0,,,,False,
CHEMBL1201746,PRALATREXATE,Small molecule,False,2009.0,,,"['EFO_0000616' 'EFO_0006859' 'MONDO_0019471' 'MONDO_0008170' 'EFO_0002913'
 'MONDO_0002087' 'EFO_0000305' 'EFO_0003060' 'EFO_0000311' 'EFO_0000211'
 'MONDO_0002158' 'EFO_0003032' 'MONDO_0008903' 'EFO_0000574' 'EFO_1001051'
 'EFO_0001378' 'EFO_0006544' 'EFO_1000785' 'MONDO_0000430']",False,['ENSG00000228716']
CHEMBL1231,OXYBUTYNIN,Small molecule,False,1975.0,,['CHEMBL1133'],"['MONDO_0024290' 'EFO_0006865' 'HP_0001268' 'EFO_0001663' 'EFO_0009562'
 'HP_0001347' 'EFO_0003103' 'EFO_0000512' 'HP_0000020' 'HP_0000975'
 'EFO_1000781' 'EFO_0003918' 'HP_0000011' 'EFO_0003877' 'EFO_0003956'
 'HP_0000103']",False,['ENSG00000133019' 'ENSG00000181072']
CHEMBL139367,PERAMIVIR,Small molecule,False,2014.0,,['CHEMBL3989402'],,False,
CHEMBL1585,PIPOBROMAN,Small molecule,False,1966.0,,,,False,
CHEMBL2023898,DACLATASVIR,Small molecule,True,2015.0,,['CHEMBL2303621'],,False,
CHEMBL3545185,SELINEXOR,Small molecule,False,2019.0,,,"['MONDO_0044903' 'EFO_0001075' 'MONDO_0015686' 'EFO_0000756' 'EFO_0000681'
 'EFO_1001465' 'MONDO_0007254' 'EFO_1000657' 'EFO_0000708' 'EFO_0000305'
 'EFO_0003085' 'EFO_1001459' 'EFO_0000339' 'EFO_0000096' 'EFO_0000389'
 'EFO_1000251' 'MONDO_0020743' 'EFO_0000707' 'MONDO_0002083' 'EFO_0002617'
 'EFO_0000198' 'EFO_0000616' 'EFO_0000220' 'EFO_0001642' 'MONDO_0019457'
 'EFO_0000403' 'EFO_0000222' 'EFO_1001968' 'MONDO_0008315' 'EFO_0003060'
 'EFO_0000211' 'EFO_1000581' 'MONDO_0100096' 'MONDO_0011962' 'EFO_0000702'
 'EFO_0004142' 'EFO_0001378' 'EFO_0000691' 'EFO_0000519']",False,['ENSG00000082898']
CHEMBL4524066,LIRAGLUTIDE,Protein,True,2010.0,,,"['EFO_0000275' 'EFO_0003095' 'MONDO_0002009' 'EFO_0000401' 'EFO_0000249'
 'EFO_1001249' 'HP_0001824' 'EFO_0005924' 'EFO_0004593' 'EFO_0000289'
 'EFO_0003144' 'EFO_0004616' 'MONDO_0015183' 'EFO_0000400' 'EFO_0003877'
 'EFO_0003921' 'EFO_0002546' 'EFO_0005203' 'EFO_0004319' 'EFO_0001074'
 'HP_0002024' 'EFO_0002508' 'EFO_0001073' 'EFO_0000195' 'EFO_1001121'
 'Orphanet_552' 'EFO_0001359' 'HP_0003074' 'EFO_0002614' 'EFO_0000341'
 'EFO_0005611' 'EFO_0001360']",False,['ENSG00000112164']
CHEMBL466659,PENTAERYTHRITOL TETRANITRATE,Small molecule,False,,,,,False,
CHEMBL468,THALIDOMIDE,Small molecule,True,1998.0,,,"['EFO_0000729' 'EFO_1000403' 'EFO_0005543' 'EFO_0000365' 'HP_0012735'
 'EFO_0000756' 'EFO_0000681' 'EFO_0000249' 'EFO_0005952' 'EFO_0000540'
 'HP_0003073' 'Orphanet_85443' 'EFO_1001951' 'EFO_0000565' 'EFO_0007312'
 'EFO_0007160' 'EFO_1000318' 'EFO_0000096' 'EFO_0002690' 'EFO_0000389'
 'MONDO_0008903' 'EFO_0000182' 'EFO_0000676' 'EFO_0000253' 'EFO_1000045'
 'EFO_0009441' 'EFO_0000198' 'MONDO_0008170' 'EFO_0002939' 'EFO_1001968'
 'EFO_0000384' 'MONDO_0008315' 'Orphanet_398934' 'MONDO_0002691'
 'EFO_1001231' 'MONDO_0100096' 'MONDO_0019472' 'EFO_0000574' 'EFO_1000613'
 'EFO_0001378' 'EFO_0000342' 'MONDO_0015564' 'Orphanet_314701'
 'MONDO_0044903' 'EFO_1001984' 'EFO_0001065' 'EFO_1001901' 'EFO_0000768'
 'MONDO_0007254' 'MONDO_0003196' 'EFO_0000373' 'EFO_1001469'
 'MONDO_0021063' 'MONDO_0002087' 'EFO_0002430' 'MONDO_0001056'
 'EFO_1001480' 'MONDO_0002158' 'EFO_0000474' 'EFO_0006888' 'EFO_1001974'
 'EFO_1001996' 'EFO_0000673' 'EFO_0000326' 'EFO_0000183' 'EFO_0003047'
 'EFO_0000717' 'EFO_1000158' 'EFO_0005628' 'Orphanet_797' 'EFO_0000616'
 'EFO_0006859' 'EFO_0000765' 'EFO_0008572' 'EFO_0001645' 'EFO_0000403'
 'EFO_0003898' 'EFO_1001875' 'MONDO_0007576' 'MONDO_0019558' 'EFO_0003843'
 'EFO_0000621' 'EFO_0003060' 'EFO_0000311' 'EFO_0003834' 'EFO_0005570'
 'EFO_0003865' 'EFO_0004268' 'EFO_0000095' 'EFO_1001767' 'EFO_0000764'
 'EFO_0000191' 'EFO_0004142' 'MONDO_0002367' 'MONDO_0018906' 'EFO_0000691'
 'EFO_0000519']",False,['ENSG00000139842' 'ENSG00000113851' 'ENSG00000167986' 'ENSG00000100387']
CHEMBL471737,IVABRADINE,Small molecule,False,2015.0,,['CHEMBL2145077'],"['EFO_0007372' 'EFO_1000899' 'HP_0001649' 'EFO_0006834' 'EFO_0000275'
 'EFO_0001645' 'EFO_0000401' 'EFO_0005252' 'EFO_0000373' 'EFO_0000319'
 'EFO_0000311' 'EFO_0003913' 'GO_0007568' 'EFO_0003144' 'EFO_0000574'
 'EFO_1001373' 'EFO_1001207' 'EFO_0000341' 'HP_0031273' 'EFO_0005672'
 'EFO_0008586' 'EFO_0005251']",False,['ENSG00000138622']
CHEMBL524,METHOXAMINE,Small molecule,False,1982.0,,['CHEMBL1201103'],['HP_0000020' 'EFO_0000319' 'EFO_0009523'],False,['ENSG00000171873' 'ENSG00000170214' 'ENSG00000120907']
CHEMBL850,SPARFLOXACIN,Small molecule,False,1996.0,,,,True,
CHEMBL852,MELPHALAN,Small molecule,True,1964.0,,['CHEMBL1200863'],,False,
CHEMBL888,GEMCITABINE,Small molecule,False,1996.0,,['CHEMBL1637'],"['EFO_0003891' 'EFO_0004708' 'EFO_0000637' 'EFO_0000365' 'EFO_0003859'
 'EFO_0000756' 'EFO_0000681' 'EFO_1000231' 'EFO_0005952' 'EFO_1001951'
 'EFO_1001952' 'MONDO_0015760' 'MONDO_0003059' 'EFO_0000588' 'EFO_0000096'
 'EFO_0000564' 'MONDO_0002974' 'MONDO_0008903' 'EFO_1000251' 'EFO_0008528'
 'EFO_0000514' 'EFO_0004606' 'MONDO_0021054' 'EFO_0009534' 'EFO_0002618'
 'MONDO_0019465' 'EFO_1001973' 'EFO_1001968' 'MONDO_0008627' 'EFO_0005221'
 'MONDO_0008315' 'EFO_1000026' 'MONDO_0002691' 'Orphanet_398934'
 'EFO_0003032' 'MONDO_0044889' 'MONDO_0019472' 'EFO_0000574' 'EFO_0001378'
 'EFO_0001376' 'EFO_1000412' 'EFO_0000292' 'MONDO_0021117' 'EFO_0002913'
 'MONDO_0007254' 'EFO_0000255' 'EFO_0004252' 'MONDO_0020654'
 'MONDO_0001056' 'MONDO_0002158' 'EFO_1001974' 'EFO_0000183' 'EFO_0000707'
 'EFO_0000616' 'EFO_0005088' 'EFO_0006859' 'EFO_1000314' 'EFO_0000403'
 'Orphanet_44890' 'MONDO_0007576' 'EFO_1001961' 'EFO_0000304'
 'Orphanet_238510' 'EFO_0002517' 'MONDO_0011962' 'EFO_0000702'
 'MONDO_0002367' 'MONDO_0018906' 'MONDO_0024880' 'MONDO_0003060'
 'EFO_0003869' 'EFO_0001075' 'EFO_1001958' 'MONDO_0003890' 'EFO_0000571'
 'EFO_1000657' 'EFO_0002426' 'EFO_0000228' 'EFO_0000565' 'EFO_1001331'
 'EFO_0000182' 'MONDO_0005411' 'MONDO_0003000' 'EFO_0001416'
 'Orphanet_145' 'EFO_0003893' 'EFO_1001956' 'EFO_0000466' 'EFO_0000220'
 'MONDO_0021321' 'MONDO_0002108' 'MONDO_0008170' 'EFO_1000292'
 'EFO_0005842' 'EFO_0002939' 'EFO_1001959' 'EFO_0009708' 'EFO_0000294'
 'EFO_0001061' 'EFO_1001100' 'EFO_0005537' 'EFO_0006544' 'EFO_1000613'
 'EFO_1001051' 'EFO_1000624' 'EFO_1000172' 'MONDO_0009348' 'EFO_0006718'
 'MONDO_0019471' 'MONDO_0004192' 'MONDO_0015686' 'EFO_1001469'
 'EFO_0000708' 'MONDO_0002087' 'MONDO_0024879' 'MONDO_0021063'
 'EFO_0000305' 'MONDO_0001187' 'EFO_1001480' 'EFO_1000044' 'EFO_1000043'
 'EFO_1000218' 'EFO_0003860' 'EFO_0000770' 'MONDO_0001657' 'EFO_0005230'
 'EFO_1001963' 'EFO_0002914' 'MONDO_0000430' 'EFO_0000313' 'EFO_0003060'
 'EFO_0000311' 'EFO_0006738' 'EFO_0000211' 'HP_0001907' 'EFO_0003863'
 'EFO_0010282' 'EFO_0006861' 'EFO_0006475' 'EFO_0003050' 'EFO_0000691']",False,"['ENSG00000177084' 'ENSG00000101868' 'ENSG00000146143' 'ENSG00000062822'
 'ENSG00000148229' 'ENSG00000167325' 'ENSG00000198056' 'ENSG00000100479'
 'ENSG00000077514' 'ENSG00000106628' 'ENSG00000014138' 'ENSG00000175482']"
CHEMBL900,ORPHENADRINE,Small molecule,False,1957.0,,['CHEMBL1201023' 'CHEMBL1200395'],['EFO_0002508' 'HP_0003419' 'EFO_0003843'],False,"['ENSG00000183454' 'ENSG00000273079' 'ENSG00000116032' 'ENSG00000103546'
 'ENSG00000136546' 'ENSG00000198785' 'ENSG00000168356' 'ENSG00000007314'
 'ENSG00000196876' 'ENSG00000161509' 'ENSG00000185313' 'ENSG00000183873'
 'ENSG00000144285' 'ENSG00000105464' 'ENSG00000169432' 'ENSG00000176884'
 'ENSG00000196639' 'ENSG00000136531' 'ENSG00000153253']"
CHEMBL959,RIMANTADINE,Small molecule,False,1993.0,,['CHEMBL535396'],,False,
CHEMBL1091,HYDROCORTISONE ACETATE,Small molecule,False,1951.0,,,"['MONDO_0002050' 'EFO_0009552' 'EFO_0000274' 'EFO_0004208' 'HP_0004798'
 'EFO_0005752' 'EFO_0005628']",False,['ENSG00000113580']
CHEMBL117287,PRUCALOPRIDE,Small molecule,False,2018.0,,['CHEMBL2105748'],"['EFO_0003948' 'HP_0002590' 'EFO_0000555' 'HP_0012450' 'EFO_0001421'
 'MONDO_0004567' 'EFO_1000948' 'HP_0002015' 'HP_0002019']",False,['ENSG00000164270']
CHEMBL1201827,PANITUMUMAB,Antibody,True,2006.0,,,"['EFO_0000365' 'MONDO_0015686' 'EFO_0000681' 'EFO_1000657' 'MONDO_0007254'
 'MONDO_0021063' 'EFO_0000305' 'EFO_1001951' 'MONDO_0001187' 'EFO_1001480'
 'EFO_1000218' 'MONDO_0002158' 'MONDO_0002974' 'MONDO_0008903'
 'EFO_0000707' 'EFO_0000616' 'EFO_0002618' 'EFO_0006859' 'EFO_0005922'
 'EFO_0002916' 'EFO_0000503' 'MONDO_0008170' 'EFO_0000478' 'EFO_0005842'
 'MONDO_0007576' 'EFO_0000313' 'EFO_0005221' 'EFO_0003060' 'MONDO_0008315'
 'EFO_0000311' 'MONDO_0005499' 'MONDO_0002529' 'EFO_0004142'
 'MONDO_0002367' 'EFO_1000852' 'EFO_0000181' 'MONDO_0040678']",False,['ENSG00000146648']
CHEMBL1336,SORAFENIB,Small molecule,False,2005.0,,['CHEMBL1200485' 'CHEMBL4297490' 'CHEMBL1760433'],"['EFO_0001361' 'EFO_0000637' 'EFO_0000365' 'EFO_0000558' 'EFO_0000756'
 'EFO_0000681' 'EFO_1000657' 'EFO_1001052' 'EFO_0000228' 'EFO_1001951'
 'EFO_0000565' 'EFO_0000339' 'EFO_0000588' 'EFO_0000389' 'MONDO_0008903'
 'EFO_0000182' 'EFO_0000501' 'MONDO_0018531' 'EFO_0000641' 'EFO_0002918'
 'MONDO_0015277' 'EFO_0000198' 'EFO_0002618' 'EFO_0003893' 'EFO_1000292'
 'EFO_0000220' 'MONDO_0002108' 'MONDO_0008170' 'EFO_0000349' 'EFO_0009907'
 'EFO_1001968' 'EFO_0002500' 'EFO_0000666' 'EFO_0000224' 'MONDO_0008315'
 'EFO_1001967' 'MONDO_0002691' 'EFO_1000489' 'EFO_0001061' 'MONDO_0044787'
 'EFO_0003032' 'MONDO_0000544' 'EFO_0003841' 'EFO_0000335' 'MONDO_0000831'
 'EFO_0008524' 'EFO_0004284' 'EFO_0000574' 'EFO_1000613' 'EFO_0001378'
 'EFO_1000796' 'MONDO_0021640' 'EFO_0003086' 'EFO_0000292' 'EFO_0002938'
 'EFO_1001346' 'EFO_1001901' 'MONDO_0004192' 'EFO_1001465' 'MONDO_0007254'
 'EFO_0003871' 'EFO_0004252' 'MONDO_0021063' 'MONDO_0002087' 'EFO_1001469'
 'MONDO_0044937' 'MONDO_0020654' 'MONDO_0001187' 'MONDO_0001056'
 'EFO_1001480' 'EFO_1000044' 'MONDO_0002158' 'EFO_0003860' 'EFO_0006352'
 'EFO_0000673' 'EFO_0004212' 'EFO_0000196' 'EFO_0002499' 'MONDO_0020743'
 'EFO_0000707' 'EFO_1000158' 'EFO_0002914' 'EFO_0000616' 'EFO_0005088'
 'EFO_1000616' 'MONDO_0019457' 'EFO_0000403' 'Orphanet_44890'
 'EFO_0000222' 'EFO_0000313' 'MONDO_0007576' 'EFO_0002501' 'EFO_0007535'
 'MONDO_0021038' 'EFO_0000621' 'EFO_0003060' 'EFO_0000311' 'EFO_0000640'
 'EFO_0003865' 'EFO_0006861' 'EFO_0000095' 'EFO_0002892' 'EFO_0001421'
 'EFO_0004142' 'EFO_0000702' 'MONDO_0002367' 'MONDO_0003219'
 'MONDO_0017386' 'MONDO_0024880' 'EFO_0000691' 'EFO_0000519'
 'MONDO_0044926']",False,"['ENSG00000128052' 'ENSG00000165731' 'ENSG00000102755' 'ENSG00000037280'
 'ENSG00000157764' 'ENSG00000157404' 'ENSG00000113721' 'ENSG00000132155'
 'ENSG00000122025']"
CHEMBL1619785,TALAMPICILLIN,Small molecule,False,,,['CHEMBL1411731'],,False,
CHEMBL2105745,GLYCEROL PHENYLBUTYRATE,Small molecule,False,2013.0,,,,False,
CHEMBL2308885,CLOBETASONE BUTYRATE,Small molecule,False,,,,,False,
CHEMBL24147,RESORCINOL,Small molecule,False,,,,,False,
CHEMBL267936,MECAMYLAMINE,Small molecule,False,1956.0,,['CHEMBL1237082'],"['EFO_0009606' 'GO_0007568' 'MONDO_0002050' 'EFO_0001365' 'MONDO_0002009'
 'HP_0001268' 'EFO_0003758' 'EFO_0003768' 'EFO_0009321' 'EFO_0000537'
 'EFO_0003829']",False,['ENSG00000080644' 'ENSG00000117971']
CHEMBL3137320,TALAZOPARIB,Small molecule,False,2018.0,,['CHEMBL3137318'],"['EFO_0003869' 'EFO_1001958' 'MONDO_0015686' 'EFO_0000681' 'MONDO_0007254'
 'EFO_0000708' 'EFO_0000305' 'EFO_0000565' 'EFO_0003968' 'EFO_0000673'
 'EFO_0008528' 'EFO_0000196' 'EFO_1000253' 'EFO_0002618' 'EFO_0000616'
 'Orphanet_145' 'MONDO_0008170' 'EFO_0000222' 'MONDO_0008315'
 'EFO_0003060' 'EFO_0000311' 'EFO_0000304' 'EFO_0005537' 'MONDO_0011962'
 'EFO_0000702' 'MONDO_0024880' 'EFO_0000519' 'EFO_1000494']",False,['ENSG00000143799' 'ENSG00000129484']
CHEMBL364713,NOSCAPINE,Small molecule,False,,,['CHEMBL2106732'],,False,
CHEMBL457299,MACROGOL,Small molecule,False,,,,,False,
CHEMBL553,ERLOTINIB,Small molecule,False,2004.0,,['CHEMBL1079742'],"['EFO_0000691' 'MONDO_0003060' 'EFO_0000365' 'EFO_0000756' 'EFO_0000681'
 'EFO_0000571' 'MONDO_0045056' 'EFO_1000657' 'EFO_0000308' 'EFO_1001951'
 'EFO_0000565' 'EFO_0000588' 'MONDO_0002974' 'MONDO_0003268'
 'Orphanet_733' 'MONDO_0008903' 'EFO_0000182' 'MONDO_0018531'
 'MONDO_0020634' 'EFO_0000676' 'EFO_0000514' 'EFO_1000028' 'EFO_0007243'
 'EFO_0000198' 'EFO_0002618' 'EFO_0003893' 'MONDO_0008170' 'EFO_0000349'
 'MONDO_0044881' 'EFO_0002429' 'MONDO_0008315' 'EFO_0009708' 'EFO_1000026'
 'MONDO_0002691' 'EFO_0005567' 'EFO_0001422' 'EFO_0003868' 'EFO_0005537'
 'EFO_0000233' 'EFO_0006544' 'EFO_0001378' 'EFO_1000142' 'EFO_1000172'
 'EFO_0000292' 'EFO_0005577' 'EFO_1001901' 'MONDO_0015686' 'MONDO_0021117'
 'EFO_1001465' 'MONDO_0007254' 'EFO_0000708' 'MONDO_0021063'
 'MONDO_0002087' 'EFO_0004252' 'EFO_0000305' 'MONDO_0001187'
 'MONDO_0016691' 'EFO_1001480' 'EFO_1000044' 'MONDO_0002158' 'EFO_0003860'
 'MONDO_0002898' 'MONDO_0001657' 'EFO_0002499' 'EFO_0000707'
 'MONDO_0003478' 'EFO_1000158' 'EFO_0000616' 'EFO_0006859' 'Orphanet_523'
 'EFO_0002916' 'MONDO_0007576' 'EFO_0000313' 'EFO_0000222' 'EFO_0002501'
 'MONDO_0000521' 'EFO_0003060' 'EFO_0000311' 'EFO_0000640' 'MONDO_0016693'
 'EFO_0004220' 'MONDO_0002529' 'EFO_1000581' 'EFO_0010282' 'MONDO_0011962'
 'MONDO_0002367' 'EFO_0003050' 'MONDO_0024880' 'EFO_0000181' 'EFO_0000519'
 'EFO_0003833' 'MONDO_0021637' 'MONDO_0044926']",False,['ENSG00000146648']
CHEMBL762,OXYMETAZOLINE,Small molecule,False,1986.0,,['CHEMBL1200791'],"['EFO_0005854' 'MONDO_0001330' 'EFO_0009540' 'HP_0010783' 'EFO_1000906'
 'EFO_0005252' 'HP_0001742' 'EFO_0007214' 'EFO_1000760' 'EFO_1000391'
 'EFO_0002460' 'EFO_0005751' 'EFO_0009523' 'MONDO_0003276' 'EFO_0007141'
 'EFO_0003956' 'EFO_0007415']",False,"['ENSG00000274286' 'ENSG00000184160' 'ENSG00000171873' 'ENSG00000170214'
 'ENSG00000120907' 'ENSG00000150594']"
CHEMBL87493,FENFLURAMINE,Small molecule,True,2020.0,,['CHEMBL2106217'],"['EFO_0000474' 'Orphanet_33069' 'EFO_0002610' 'MONDO_0015643'
 'MONDO_0100062' 'EFO_0001073']",True,['ENSG00000179546' 'ENSG00000147955' 'ENSG00000147246']
CHEMBL940,GABAPENTIN,Small molecule,False,1993.0,,['CHEMBL542620'],"['HP_0000989' 'EFO_0004777' 'EFO_0003768' 'HP_0031217' 'EFO_0004698'
 'EFO_0003829' 'EFO_0002506' 'EFO_0004263' 'EFO_1001898' 'EFO_1000632'
 'EFO_0006510' 'HP_0003419' 'HP_0008419' 'EFO_0000692' 'EFO_1001250'
 'EFO_0005762' 'EFO_1001931' 'HP_0000360' 'EFO_1000877' 'EFO_1000864'
 'EFO_0003756' 'HP_0012532' 'EFO_1001255' 'EFO_0005323' 'MONDO_0022113'
 'MONDO_0021374' 'MONDO_0008315' 'EFO_0000546' 'EFO_1002028' 'EFO_0001422'
 'HP_0003401' 'EFO_0000270' 'EFO_0004888' 'MONDO_0018373' 'EFO_0003086'
 'EFO_0005687' 'EFO_0000292' 'Orphanet_232' 'HP_0000726' 'MONDO_0007254'
 'EFO_0009267' 'EFO_0007191' 'EFO_1000783' 'EFO_0000474' 'MONDO_0002050'
 'EFO_0000279' 'EFO_0003100' 'EFO_0004143' 'HP_0002013' 'HP_0100749'
 'EFO_0003917' 'EFO_0005230' 'EFO_0009625' 'EFO_0006859' 'HP_0001337'
 'EFO_0004329' 'HP_0011110' 'EFO_0005407' 'HP_0001250' 'EFO_0003843'
 'EFO_1000971' 'EFO_0000311' 'EFO_0008533' 'EFO_0009855' 'EFO_0003885'
 'EFO_0000713' 'EFO_0003890' 'EFO_0000512' 'EFO_0004273' 'EFO_0005611'
 'EFO_1001800' 'EFO_0004710']",False,['ENSG00000153956']
CHEMBL979,MEPROBAMATE,Small molecule,False,1955.0,,,['EFO_0005230'],False,"['ENSG00000022355' 'ENSG00000109158' 'ENSG00000145863' 'ENSG00000011677'
 'ENSG00000151834' 'ENSG00000145864' 'ENSG00000166206' 'ENSG00000186297'
 'ENSG00000163288']"
CHEMBL112,ACETAMINOPHEN,Small molecule,True,1968.0,,,"['EFO_0007486' 'EFO_0007444' 'EFO_0000249' 'HP_0000175' 'HP_0012228'
 'EFO_0005952' 'HP_0011868' 'EFO_0003964' 'EFO_1000831' 'EFO_0003931'
 'EFO_0000339' 'EFO_0008585' 'EFO_0002690' 'EFO_0000096' 'EFO_1001366'
 'EFO_0004616' 'EFO_1000652' 'EFO_0005762' 'HP_0012532' 'HP_0012076'
 'EFO_0010072' 'EFO_0004197' 'EFO_0000384' 'EFO_0000546' 'MP_0001914'
 'EFO_0009260' 'EFO_0003957' 'EFO_0000574' 'EFO_0004209' 'EFO_0007328'
 'HP_0100607' 'EFO_0001378' 'EFO_0000516' 'MONDO_0002258' 'EFO_0005672'
 'EFO_0003943' 'MONDO_0018373' 'EFO_0003086' 'HP_0002373' 'MONDO_0021117'
 'HP_0000545' 'MONDO_0007254' 'EFO_0003882' 'EFO_0004143' 'EFO_1001092'
 'EFO_1000249' 'EFO_0000616' 'EFO_0000772' 'EFO_0004210' 'EFO_0009816'
 'EFO_1001757' 'EFO_0004269' 'EFO_0001645' 'EFO_0000403' 'HP_0011110'
 'EFO_0003929' 'EFO_0000618' 'HP_0003418' 'EFO_0001073' 'EFO_0003843'
 'EFO_0004599' 'HP_0002315' 'EFO_0000537' 'EFO_0003885' 'EFO_1001412'
 'EFO_1001460' 'EFO_0011023' 'EFO_0007359' 'EFO_0004273' 'EFO_0000764'
 'MONDO_0043510' 'EFO_0002756' 'EFO_0004710' 'EFO_0009615' 'MONDO_0024647'
 'EFO_1000905' 'EFO_1001139' 'HP_0000989' 'EFO_0005592' 'HP_0001643'
 'EFO_0000540' 'EFO_0003829' 'HP_0002018' 'EFO_0007160' 'Orphanet_365'
 'EFO_0002506' 'EFO_0000544' 'EFO_0004253' 'EFO_1000786' 'EFO_1001898'
 'EFO_0000389' 'HP_0003419' 'HP_0008419' 'EFO_1000749' 'EFO_1001250'
 'EFO_0005761' 'EFO_1001476' 'EFO_0001074' 'EFO_0000220' 'EFO_0005856'
 'EFO_0003821' 'EFO_0002508' 'HP_0100806' 'MONDO_0100096' 'HP_0030833'
 'EFO_0000731' 'EFO_0001359' 'MONDO_0044917' 'EFO_0004888' 'EFO_0001360'
 'EFO_0000668' 'EFO_0002970' 'Orphanet_232' 'MONDO_0100342' 'EFO_0009267'
 'EFO_1001264' 'MONDO_0024355' 'EFO_1000783' 'EFO_1001216' 'EFO_0002460'
 'HP_0002013' 'EFO_0000685' 'EFO_0004329' 'HP_0001945' 'EFO_0000677'
 'EFO_0003060' 'EFO_0007214' 'EFO_0000311' 'EFO_0010282' 'EFO_0001068'
 'EFO_0000095' 'EFO_1001891' 'EFO_0003766' 'EFO_0005611' 'HP_0000023']",False,['ENSG00000117480' 'ENSG00000073756' 'ENSG00000196689' 'ENSG00000095303']
CHEMBL1201486,QUINIDINE POLYGALACTURONATE,Small molecule,True,1982.0,,,['EFO_0004269'],False,"['ENSG00000185313' 'ENSG00000153253' 'ENSG00000183873' 'ENSG00000136546'
 'ENSG00000144285' 'ENSG00000169432' 'ENSG00000168356' 'ENSG00000136531'
 'ENSG00000007314' 'ENSG00000196876']"
CHEMBL1233,CARISOPRODOL,Small molecule,False,1959.0,,,,True,
CHEMBL141,LAMIVUDINE,Small molecule,True,1995.0,,['CHEMBL537885'],,False,
CHEMBL1449,TICARCILLIN,Small molecule,False,1976.0,,['CHEMBL3989647' 'CHEMBL3765148' 'CHEMBL1200855'],,False,
CHEMBL1660,RIFAPENTINE,Small molecule,False,1998.0,,,,False,
CHEMBL204656,ELVITEGRAVIR,Small molecule,False,2012.0,,,,False,
CHEMBL2108350,CONESTAT ALFA,Protein,False,,,,,False,
CHEMBL2108938,CADEXOMER IODINE,Small molecule,False,,,,,False,
CHEMBL2109005,CASTOR OIL,Small molecule,False,,,,,False,
CHEMBL2110805,EMEPRONIUM,Small molecule,False,,,['CHEMBL2106122'],,False,
CHEMBL21731,MAPROTILINE,Small molecule,True,1980.0,,['CHEMBL1237135'],"['MONDO_0002050' 'HP_0000726' 'EFO_0003761' 'EFO_0005230' 'EFO_0000692'
 'EFO_0000519']",False,['ENSG00000103546']
CHEMBL30,CIMETIDINE,Small molecule,False,1977.0,,['CHEMBL1201051'],"['HP_0004398' 'MP_0001914' 'EFO_0003948' 'EFO_1001892' 'HP_0002239'
 'MONDO_0011962' 'EFO_0000253' 'EFO_0000341' 'MONDO_0043839' 'EFO_0000274']",False,['ENSG00000113749']
CHEMBL3545131,ISATUXIMAB,Antibody,False,2020.0,,,"['EFO_0000616' 'EFO_0003073' 'EFO_0005592' 'EFO_0000220' 'EFO_0001642'
 'EFO_0000222' 'EFO_1001264' 'EFO_0000540' 'Orphanet_85443' 'EFO_1001951'
 'EFO_0000203' 'MONDO_0044917' 'EFO_0000574' 'EFO_0001378']",False,['ENSG00000004468']
CHEMBL3707352,POLICOSANOL,Small molecule,False,,,,,False,
CHEMBL45029,MEPHOBARBITAL,Small molecule,False,,,,,False,
CHEMBL525076,ENFUVIRTIDE,Protein,False,2003.0,,['CHEMBL4085102'],,False,
CHEMBL567,PERPHENAZINE,Small molecule,True,1957.0,,,"['EFO_0002610' 'MONDO_0002050' 'HP_0000726' 'EFO_0000677' 'EFO_0005407'
 'EFO_0005230' 'EFO_0000692' 'EFO_0005411' 'HP_0000713']",False,['ENSG00000149295']
CHEMBL570,TRIFLUPROMAZINE,Small molecule,False,1957.0,,['CHEMBL1201102'],['EFO_0005407'],False,['ENSG00000149295']
CHEMBL1201284,CINACALCET,Small molecule,False,2004.0,,['CHEMBL1200776'],"['EFO_0001072' 'EFO_1001173' 'Orphanet_437' 'EFO_0008519' 'EFO_0008506'
 'EFO_0003884' 'EFO_0000673' 'EFO_0003882' 'EFO_0005754' 'EFO_1001152']",False,['ENSG00000036828']
CHEMBL1201460,DALTEPARIN SODIUM,Oligosaccharide,True,1994.0,,,"['EFO_0006834' 'Orphanet_232' 'EFO_0000681' 'MONDO_0007254' 'EFO_0000350'
 'EFO_1002048' 'EFO_1001951' 'EFO_0002950' 'EFO_1001459' 'EFO_0000712'
 'MONDO_0008903' 'EFO_0003884' 'HP_0004419' 'EFO_1000158' 'EFO_0002618'
 'MONDO_0008170' 'EFO_0004286' 'EFO_0009315' 'MONDO_0019514'
 'MONDO_0008315' 'EFO_0000311' 'EFO_1000954' 'HP_0001907' 'MONDO_0100096'
 'EFO_0003907' 'EFO_0001378' 'MONDO_0043510' 'HP_0004418']",False,['ENSG00000117601']
CHEMBL1201479,POLYETHYLENE GLYCOL 3350,Small molecule,False,1984.0,,,,False,
CHEMBL1201666,LEPIRUDIN,Protein,False,1998.0,,,['MONDO_0000831' 'MONDO_0008903' 'HP_0004419' 'HP_0001873'],False,['ENSG00000180210']
CHEMBL1201749,DIFLUPREDNATE,Small molecule,False,2008.0,,,"['EFO_0001059' 'EFO_1000811' 'MP_0001845' 'EFO_1001082' 'EFO_1001231'
 'EFO_1000879' 'EFO_1000906']",False,['ENSG00000113580']
