id,name,drugType,blackBoxWarning,yearOfFirstApproval,parentId,childChemblIds,linkedDiseases.rows,hasBeenWithdrawn,linkedTargets.rows
CHEMBL416,METHOXSALEN,Small molecule,True,1954.0,,,,False,
CHEMBL444633,RIFABUTIN,Small molecule,False,1992.0,,,,False,
CHEMBL487253,BENDAMUSTINE,Small molecule,False,2008.0,,['CHEMBL1201734'],,False,
CHEMBL509,MECLOFENAMIC ACID,Small molecule,True,1980.0,,['CHEMBL1562610' 'CHEMBL876'],['HP_0002829' 'HP_0003326' 'EFO_0005755'],False,['ENSG00000012779' 'ENSG00000073756' 'ENSG00000095303']
CHEMBL52440,DEXTROMETHORPHAN,Small molecule,False,1982.0,,"['CHEMBL1201461' 'CHEMBL3989946' 'CHEMBL3989940' 'CHEMBL1201004'
 'CHEMBL1256818']","['EFO_0000729' 'EFO_0005687' 'EFO_0007486' 'HP_0012735' 'MONDO_0002009'
 'EFO_0000555' 'Orphanet_232' 'EFO_0000249' 'EFO_1001919' 'Orphanet_778'
 'Orphanet_68380' 'EFO_1000783' 'HP_0100543' 'EFO_0009430' 'EFO_0000289'
 'MONDO_0002050' 'EFO_0000544' 'EFO_0003100' 'EFO_0000676' 'EFO_0002460'
 'EFO_0000253' 'EFO_0009321' 'EFO_0000692' 'EFO_0002617' 'EFO_0005762'
 'EFO_0000616' 'EFO_0002508' 'HP_0000093' 'EFO_0003821' 'EFO_0003758'
 'EFO_0009692' 'EFO_0003929' 'EFO_0003843' 'MONDO_0008315' 'EFO_0007214'
 'EFO_0001663' 'EFO_0000384' 'EFO_0003885' 'EFO_0003890' 'EFO_0000270'
 'EFO_0000764' 'EFO_0005611' 'EFO_0001360' 'EFO_0001062' 'EFO_0003785']",False,['ENSG00000183454' 'ENSG00000147955']
CHEMBL549,CITALOPRAM,Small molecule,True,1998.0,,['CHEMBL1628605' 'CHEMBL1200781'],"['Orphanet_282' 'EFO_0003756' 'EFO_0002610' 'EFO_0004262' 'MONDO_0002009'
 'EFO_0000555' 'EFO_0002508' 'HP_0000726' 'EFO_0003758' 'HP_0031217'
 'Orphanet_95' 'EFO_0003829' 'HP_0000713' 'MONDO_0002046' 'EFO_0003948'
 'EFO_0000289' 'MONDO_0002050' 'EFO_0000712' 'EFO_0003761' 'EFO_0005611'
 'HP_0100749' 'EFO_0004242' 'EFO_0005230' 'EFO_0000692' 'EFO_0005672']",False,['ENSG00000108576']
CHEMBL612,DEXTROAMPHETAMINE,Small molecule,True,1955.0,,"['CHEMBL1200782' 'CHEMBL287386' 'CHEMBL2106669' 'CHEMBL3544971'
 'CHEMBL3989844']","['EFO_0003888' 'EFO_0003885' 'EFO_0002610' 'EFO_0000289' 'MONDO_0002050'
 'EFO_0000712' 'EFO_0000326' 'EFO_0005611' 'EFO_0004701' 'EFO_0000692'
 'EFO_0000614']",False,['ENSG00000103546' 'ENSG00000142319' 'ENSG00000165646']
CHEMBL637,VENLAFAXINE,Small molecule,True,1993.0,,['CHEMBL1201066' 'CHEMBL3133301'],"['EFO_0006862' 'EFO_0002610' 'EFO_0004262' 'EFO_0005687' 'MONDO_0002009'
 'HP_0000726' 'EFO_0000249' 'MONDO_0007254' 'EFO_1001919' 'HP_0031217'
 'EFO_1001917' 'EFO_0000289' 'MONDO_0002050' 'EFO_0000673' 'EFO_0003761'
 'EFO_0009854' 'EFO_0004242' 'EFO_0005230' 'EFO_0000692' 'EFO_0005762'
 'EFO_0002508' 'EFO_0003821' 'EFO_0001358' 'MONDO_0008315' 'EFO_1001892'
 'HP_0030833' 'MONDO_0043510' 'EFO_0003918']",False,['ENSG00000108576' 'ENSG00000103546']
CHEMBL9967,PIRENZEPINE,Small molecule,False,,,['CHEMBL1257024' 'CHEMBL1531864'],['HP_0004398' 'EFO_0003948'],False,['ENSG00000168539']
CHEMBL1131,ACITRETIN,Small molecule,True,1996.0,,,"['EFO_1001494' 'EFO_0000756' 'EFO_0000764' 'EFO_0000249' 'MONDO_0002406'
 'EFO_0000701' 'EFO_0000676' 'EFO_0000707']",False,"['ENSG00000131759' 'ENSG00000077092' 'ENSG00000172819' 'ENSG00000204231'
 'ENSG00000143171' 'ENSG00000186350']"
CHEMBL118,CELECOXIB,Small molecule,True,1998.0,,['CHEMBL395268' 'CHEMBL1801594'],"['EFO_0000365' 'EFO_0000756' 'EFO_0000249' 'EFO_0000681' 'EFO_0003768'
 'EFO_1001951' 'MONDO_0002974' 'EFO_0009582' 'MONDO_0008903' 'EFO_0004616'
 'EFO_0001668' 'EFO_1001904' 'EFO_0004288' 'MONDO_0002715' 'EFO_0005762'
 'EFO_0002618' 'HP_0012532' 'EFO_0010072' 'MONDO_0002363' 'Orphanet_636'
 'MONDO_0042487' 'EFO_0004607' 'EFO_0000384' 'MONDO_0008315' 'EFO_0002496'
 'EFO_0000546' 'MONDO_0002691' 'EFO_0009260' 'MP_0001914' 'HP_0100607'
 'EFO_0007328' 'EFO_0001378' 'MONDO_0002258' 'EFO_0003767' 'MONDO_0018373'
 'MONDO_0007254' 'EFO_0000284' 'EFO_0004252' 'MONDO_0044937' 'EFO_0009606'
 'EFO_0000289' 'MONDO_0002050' 'EFO_0000326' 'EFO_1001893' 'MONDO_0002618'
 'EFO_0009625' 'EFO_0000616' 'EFO_0006859' 'EFO_0001645' 'EFO_0003898'
 'HP_0011110' 'MONDO_0007576' 'HP_0003418' 'EFO_0001073' 'EFO_0003843'
 'EFO_0000537' 'EFO_0000199' 'MONDO_0024880' 'EFO_0000519' 'MONDO_0024475'
 'EFO_0008525' 'EFO_0003869' 'EFO_0005543' 'EFO_0001075' 'MONDO_0002009'
 'Orphanet_905' 'EFO_0004274' 'EFO_0005406' 'EFO_1000657' 'EFO_0004251'
 'EFO_0002506' 'Orphanet_733' 'EFO_1000786' 'EFO_0000182' 'EFO_1001228'
 'EFO_0000253' 'HP_0003419' 'EFO_0000692' 'EFO_1000166' 'EFO_1001250'
 'EFO_0001416' 'EFO_0003893' 'MONDO_0004658' 'EFO_0003821' 'MONDO_0008170'
 'EFO_0004224' 'EFO_1001466' 'EFO_0002939' 'Orphanet_3389' 'EFO_1002029'
 'MP_0001845' 'EFO_0003868' 'EFO_0000731' 'EFO_0000668' 'MONDO_0021640'
 'EFO_0007453' 'EFO_0005252' 'MONDO_0021063' 'Orphanet_538'
 'MONDO_0002087' 'EFO_0000305' 'MONDO_0001187' 'HP_0004398' 'EFO_1001480'
 'MONDO_0001657' 'EFO_0000673' 'EFO_0005279' 'EFO_0004242' 'EFO_0007490'
 'EFO_1000158' 'EFO_0000685' 'EFO_0003060' 'EFO_0005755' 'EFO_0002609'
 'EFO_0000311' 'EFO_0000621' 'EFO_0000203' 'EFO_0001072' 'EFO_0004142'
 'EFO_0000706' 'EFO_0005611' 'EFO_0000691' 'EFO_1001950']",True,['ENSG00000073756']
CHEMBL1201216,DAPIPRAZOLE,Small molecule,False,1990.0,,['CHEMBL1201044'],['EFO_0000516'],False,['ENSG00000120907']
CHEMBL1201447,CALFACTANT,Unknown,False,1998.0,,,,False,
CHEMBL1201563,INTERFERON BETA-1B,Protein,False,1993.0,,,"['MONDO_0100116' 'EFO_0003885' 'MONDO_0100096' 'EFO_0000318' 'EFO_0000764'
 'EFO_0003929']",False,['ENSG00000159110' 'ENSG00000142166']
CHEMBL1201834,CANAKINUMAB,Antibody,False,2009.0,,,"['EFO_0004214' 'EFO_0001365' 'EFO_0000275' 'EFO_0003780' 'EFO_0000756'
 'EFO_0004274' 'EFO_0000681' 'Orphanet_232' 'MONDO_0007254' 'DOID_13406'
 'EFO_0001071' 'EFO_1001345' 'EFO_0009322' 'EFO_0000540' 'EFO_1001165'
 'EFO_0004246' 'EFO_0003914' 'EFO_0008518' 'Orphanet_1451' 'EFO_0005531'
 'Orphanet_309025' 'EFO_0002506' 'EFO_0007135' 'HP_0000999' 'Orphanet_342'
 'EFO_0000198' 'EFO_0000685' 'EFO_1000906' 'HP_0001945' 'EFO_0003060'
 'EFO_0002609' 'EFO_0003106' 'MONDO_0100096' 'EFO_1001999' 'EFO_0002517'
 'EFO_0001359' 'Orphanet_208650' 'EFO_0000341' 'EFO_0001360' 'EFO_0004265']",False,['ENSG00000125538']
CHEMBL1330792,ACETARSONE,Small molecule,False,,,,,False,
CHEMBL1374379,BENZONATATE,Small molecule,True,1958.0,,,,False,
CHEMBL1436,CEFUROXIME,Small molecule,False,,,['CHEMBL2146124'],,False,
CHEMBL1590,PSEUDOEPHEDRINE,Small molecule,False,1963.0,,['CHEMBL1200724' 'CHEMBL1201483' 'CHEMBL3989855'],"['EFO_0005854' 'EFO_0008521' 'EFO_0007486' 'HP_0012735' 'EFO_0003821'
 'MONDO_0024290' 'EFO_0005252' 'EFO_0007533' 'MONDO_0024352' 'HP_0001742'
 'EFO_0003843' 'EFO_0007214' 'MONDO_0024355' 'EFO_1001050' 'MP_0001845'
 'EFO_0000544' 'EFO_0007328' 'MONDO_0003276' 'EFO_1001417' 'EFO_0003956'
 'EFO_0003785']",False,['ENSG00000103546']
CHEMBL1657,TAZAROTENE,Small molecule,False,1997.0,,,"['Orphanet_183469' 'MONDO_0021058' 'EFO_0009259' 'EFO_0002913'
 'EFO_0000701' 'EFO_0000676' 'EFO_0003894']",False,['ENSG00000131759' 'ENSG00000077092' 'ENSG00000172819']
CHEMBL1658,RETAPAMULIN,Small molecule,False,2007.0,,,,False,
CHEMBL1743087,VEDOLIZUMAB,Antibody,False,2014.0,,,"['EFO_0001060' 'EFO_0000729' 'EFO_0000544' 'EFO_0000756' 'EFO_0000764'
 'EFO_0000180' 'EFO_0000540' 'EFO_0000384' 'EFO_0003767' 'EFO_0003872']",False,['ENSG00000115232' 'ENSG00000139626']
CHEMBL2028663,DABRAFENIB,Small molecule,False,2013.0,,['CHEMBL2105729'],"['EFO_0000616' 'EFO_0003086' 'MONDO_0100342' 'MONDO_0002108' 'EFO_0000756'
 'EFO_1000926' 'EFO_1001968' 'EFO_0003060' 'EFO_0000311' 'EFO_0006772'
 'EFO_1001480' 'EFO_0002892' 'EFO_0000389' 'MONDO_0008903' 'EFO_0001421'
 'EFO_0000501' 'EFO_0000641' 'EFO_0001378' 'MONDO_0024880' 'EFO_0003833'
 'MONDO_0021637' 'EFO_0002617' 'MONDO_0017795']",False,['ENSG00000157764']
CHEMBL2108558,SENNA,Small molecule,False,,,,,False,
CHEMBL231813,TELAPREVIR,Protein,True,2011.0,,['CHEMBL573043'],,False,
CHEMBL269732,TACROLIMUS,Small molecule,True,1994.0,,['CHEMBL3989887'],"['EFO_0001361' 'EFO_1000668' 'EFO_0001423' 'EFO_0004228' 'EFO_0005952'
 'EFO_1000623' 'EFO_0006803' 'EFO_1000318' 'MONDO_0015760' 'EFO_0006344'
 'EFO_0000339' 'EFO_0000096' 'EFO_1000956' 'Orphanet_3319' 'EFO_0003884'
 'EFO_0007157' 'EFO_0000676' 'EFO_0004991' 'EFO_0008517' 'EFO_0000400'
 'Orphanet_42738' 'EFO_0000198' 'MONDO_0013730' 'MONDO_0019465'
 'EFO_0001642' 'HP_0000964' 'HP_0001410' 'EFO_0004286' 'EFO_1000309'
 'EFO_1001946' 'EFO_0000384' 'MONDO_0008315' 'Orphanet_567' 'HP_0001399'
 'EFO_0000546' 'EFO_0001422' 'MONDO_0009453' 'MONDO_0044889' 'EFO_0003032'
 'Orphanet_79364' 'MONDO_0019472' 'EFO_0000574' 'EFO_0001378'
 'Orphanet_231214' 'EFO_1000550' 'EFO_0001062' 'EFO_0003086'
 'MONDO_0044903' 'EFO_0001365' 'EFO_0007183' 'EFO_0007451' 'EFO_0000255'
 'EFO_1001413' 'MONDO_0016236' 'EFO_1000794' 'MONDO_0003541' 'EFO_0002430'
 'EFO_0005676' 'EFO_1001996' 'MONDO_0002898' 'EFO_0000183' 'Orphanet_447'
 'EFO_1000388' 'HP_0012115' 'EFO_0000616' 'EFO_1001779' 'MONDO_0019457'
 'EFO_0000403' 'EFO_0000222' 'EFO_0004198' 'EFO_0000319' 'MONDO_0000870'
 'EFO_0003818' 'MONDO_0019469' 'EFO_0004599' 'EFO_0003885' 'EFO_0003896'
 'EFO_0004220' 'EFO_0000512' 'Orphanet_774' 'EFO_0006927' 'EFO_1001947'
 'MONDO_0002367' 'MONDO_0018906' 'EFO_0007141' 'EFO_0000763' 'EFO_0003872'
 'EFO_0000729' 'MONDO_0000873' 'EFO_0003777' 'Orphanet_183660'
 'MONDO_0000956' 'EFO_1000131' 'Orphanet_848' 'EFO_0000540' 'EFO_0000565'
 'EFO_0000309' 'EFO_0007160' 'EFO_0004251' 'MONDO_0019088' 'EFO_0000182'
 'EFO_0000330' 'EFO_0004255' 'EFO_0000253' 'EFO_0004208' 'MONDO_0004768'
 'EFO_1000785' 'EFO_0009441' 'EFO_0005761' 'HP_0003124' 'EFO_0000220'
 'EFO_0002687' 'EFO_0004236' 'EFO_0004194' 'MONDO_0044881' 'EFO_0002429'
 'Orphanet_811' 'MONDO_0019474' 'MONDO_0100096' 'EFO_0000270'
 'EFO_0001359' 'MONDO_0021193' 'EFO_0002428' 'EFO_1001051' 'EFO_0001360'
 'MONDO_0019471' 'Orphanet_232' 'EFO_1000965' 'EFO_1000764' 'EFO_1001020'
 'EFO_0000274' 'HP_0001915' 'EFO_1001469' 'EFO_1002048' 'EFO_1000690'
 'HP_0000083' 'Orphanet_906' 'EFO_0004254' 'EFO_0003144' 'EFO_1001993'
 'EFO_0003047' 'EFO_0000717' 'EFO_0000685' 'EFO_0000545' 'EFO_0000621'
 'EFO_0000311' 'MONDO_0001705' 'EFO_0000211' 'EFO_0003834' 'EFO_0000095'
 'EFO_0006475' 'EFO_0001421' 'EFO_0009510' 'MONDO_0020077' 'EFO_0000691']",False,['ENSG00000088832']
CHEMBL290960,NIFURTIMOX,Small molecule,False,2020.0,,,,False,
CHEMBL3391662,PARITAPREVIR,Small molecule,False,2014.0,,['CHEMBL3781660'],,False,
CHEMBL3989868,TUCATINIB,Small molecule,False,2020.0,,,"['EFO_0000616' 'EFO_1001480' 'EFO_1000294' 'EFO_0003968' 'EFO_0001421'
 'MONDO_0007254' 'EFO_0000305' 'EFO_0000311']",False,['ENSG00000141736']
CHEMBL4297185,DAROLUTAMIDE,Small molecule,False,2019.0,,,"['EFO_0000616' 'MONDO_0007254' 'EFO_0000196' 'EFO_0000673' 'MONDO_0008315'
 'EFO_0001663' 'EFO_0000311']",False,['ENSG00000169083']
CHEMBL4297535,FISH OIL TRIGLYCERIDES,Unknown,False,2018.0,,,,False,
CHEMBL46469,ANTHRALIN,Small molecule,False,,,,,False,
CHEMBL507674,CEFOPERAZONE,Small molecule,False,1982.0,,['CHEMBL1551899' 'CHEMBL1200482' 'CHEMBL1697715'],,False,
CHEMBL90555,VINCRISTINE,Small molecule,True,1963.0,,['CHEMBL501867'],"['MONDO_0000873' 'EFO_0000637' 'EFO_0004708' 'EFO_0000558' 'EFO_0000756'
 'EFO_1000131' 'EFO_0005952' 'EFO_1001951' 'EFO_0000565' 'EFO_0000309'
 'EFO_0007160' 'MONDO_0015760' 'EFO_1000318' 'EFO_0000588' 'EFO_0000096'
 'HP_0001871' 'MONDO_0002974' 'MONDO_0019088' 'MONDO_0008903'
 'MONDO_0015540' 'EFO_0002918' 'EFO_0000094' 'Orphanet_654' 'EFO_0009441'
 'EFO_0000198' 'EFO_1000292' 'EFO_0000220' 'MONDO_0018271' 'EFO_0000248'
 'EFO_0000180' 'EFO_0002939' 'Orphanet_636' 'EFO_1001946' 'EFO_0000502'
 'EFO_0009708' 'EFO_1001365' 'MONDO_0044889' 'EFO_0003032' 'MONDO_0044917'
 'EFO_0000574' 'EFO_0001378' 'MONDO_0015564' 'MONDO_0009348'
 'MONDO_0019471' 'EFO_0000255' 'Orphanet_790' 'MONDO_0016236'
 'EFO_0000209' 'EFO_1001469' 'MONDO_0016700' 'MONDO_0003541'
 'MONDO_0004095' 'EFO_0000272' 'EFO_0004289' 'EFO_1001830' 'MONDO_0001657'
 'EFO_0002499' 'EFO_0000183' 'MONDO_0020743' 'EFO_0010580' 'MONDO_0002083'
 'MONDO_0002618' 'EFO_1000635' 'MONDO_0003478' 'EFO_1000158' 'EFO_0000616'
 'EFO_0000765' 'EFO_0006859' 'EFO_1000616' 'EFO_0000437' 'Orphanet_59305'
 'EFO_0000403' 'Orphanet_1063' 'EFO_1001042' 'MONDO_0000870' 'EFO_0000313'
 'EFO_0000222' 'MONDO_0016717' 'EFO_0000621' 'EFO_0000311' 'EFO_0000211'
 'EFO_0000095' 'EFO_0000174' 'EFO_0005235' 'EFO_1001936' 'EFO_0000702'
 'EFO_1001947' 'MONDO_0002367' 'EFO_1002008' 'MONDO_0018906'
 'MONDO_0019004' 'EFO_0003833' 'EFO_0000691' 'MONDO_0021637' 'EFO_0000519']",False,"['ENSG00000261456' 'ENSG00000188229' 'ENSG00000104833' 'ENSG00000137267'
 'ENSG00000258947' 'ENSG00000101162' 'ENSG00000196230' 'ENSG00000137285'
 'ENSG00000176014']"
CHEMBL914,FEXOFENADINE,Small molecule,False,1996.0,,['CHEMBL1200618'],"['EFO_0005854' 'EFO_0008521' 'HP_0000989' 'EFO_0000401' 'EFO_0009373'
 'EFO_0000274' 'EFO_0003060' 'EFO_0003948' 'EFO_0005531' 'EFO_0004253'
 'EFO_0000270' 'EFO_1001417' 'EFO_0003956' 'EFO_0003785']",False,['ENSG00000196639']
CHEMBL115,INDINAVIR,Small molecule,False,1996.0,,['CHEMBL1735'],,False,
CHEMBL1200572,MAGNESIUM OXIDE,Small molecule,False,1982.0,,,,False,
CHEMBL1206,ETHOPROPAZINE,Small molecule,False,1982.0,,['CHEMBL1200970'],['EFO_0002508'],False,['ENSG00000168539']
CHEMBL12713,SERTINDOLE,Small molecule,False,,,,"['MONDO_0002050' 'HP_0000726' 'EFO_0005407' 'EFO_0005230' 'EFO_0000692'
 'EFO_0005411']",True,"['ENSG00000149295' 'ENSG00000102468' 'ENSG00000171873' 'ENSG00000170214'
 'ENSG00000120907' 'ENSG00000147246']"
CHEMBL1373,MODAFINIL,Small molecule,False,1998.0,,,"['MONDO_0021107' 'EFO_0002610' 'MONDO_0002009' 'EFO_0000756' 'EFO_0000249'
 'EFO_0005252' 'EFO_0003768' 'EFO_0008568' 'MONDO_0021063' 'EFO_0004698'
 'EFO_0003829' 'HP_0100543' 'EFO_0000289' 'MONDO_0002050' 'EFO_0002506'
 'EFO_0000712' 'EFO_0004701' 'HP_0002015' 'HP_0012378' 'EFO_0000692'
 'EFO_0003877' 'EFO_0002617' 'EFO_0003888' 'HP_0000360' 'EFO_0002508'
 'MONDO_0008170' 'EFO_0001358' 'EFO_0003060' 'EFO_0003885' 'EFO_0003890'
 'MONDO_0002491' 'EFO_0000174' 'EFO_0005611' 'EFO_0003918' 'EFO_0005411'
 'EFO_0003833' 'EFO_0007454']",False,['ENSG00000142319']
CHEMBL1453317,DIETHYLTOLUAMIDE,Small molecule,False,,,,,False,
CHEMBL1680,OCTREOTIDE,Protein,False,1988.0,,['CHEMBL3545066' 'CHEMBL1200480' 'CHEMBL2105834'],"['EFO_0003086' 'HP_0002239' 'EFO_1001901' 'EFO_0000555' 'MONDO_0000540'
 'EFO_0000768' 'EFO_0005252' 'MONDO_0007254' 'EFO_0009322' 'MONDO_0004565'
 'Orphanet_739' 'EFO_0000544' 'EFO_0000182' 'EFO_0002626' 'Orphanet_2495'
 'EFO_1000045' 'EFO_0002618' 'EFO_0000616' 'MONDO_0000447' 'MONDO_0043579'
 'MONDO_0021058' 'EFO_0001074' 'EFO_0007331' 'HP_0002014' 'EFO_0003821'
 'EFO_0000232' 'Orphanet_657' 'EFO_0003770' 'EFO_0004243' 'EFO_0001073'
 'EFO_1001496' 'MONDO_0008315' 'EFO_0000311' 'MONDO_0002691' 'EFO_0001422'
 'EFO_1000097' 'EFO_1000581' 'EFO_1001485' 'MONDO_0002120' 'EFO_1000478'
 'Orphanet_774' 'EFO_0000574' 'EFO_0009545' 'EFO_1000852' 'MONDO_0024880'
 'HP_0002019' 'MONDO_0017611']",False,"['ENSG00000162009' 'ENSG00000132671' 'ENSG00000278195' 'ENSG00000139874'
 'ENSG00000180616']"
CHEMBL26,SULPIRIDE,Small molecule,False,,,,"['MONDO_0002050' 'HP_0000726' 'EFO_0005407' 'EFO_0005230' 'EFO_0000692'
 'EFO_0005411']",False,['ENSG00000149295']
CHEMBL372795,STREPTOMYCIN,Small molecule,True,1946.0,,['CHEMBL3184791' 'CHEMBL453087'],,False,
CHEMBL3990047,OZENOXACIN,Small molecule,False,2017.0,,,,False,
CHEMBL416898,CHLOROPHENOTHANE,Small molecule,False,,,,,False,
CHEMBL422,TRIFLUOPERAZINE,Small molecule,True,1959.0,,['CHEMBL1726794' 'CHEMBL1257040' 'CHEMBL1710'],['EFO_0005407'],False,"['ENSG00000069696' 'ENSG00000149295' 'ENSG00000102468' 'ENSG00000151577'
 'ENSG00000147246']"
CHEMBL439849,VILAZODONE,Small molecule,True,2011.0,,['CHEMBL1615374'],"['EFO_0007191' 'EFO_0001072' 'EFO_1001892' 'MONDO_0002050' 'MONDO_0002009'
 'EFO_0003761' 'EFO_0001358' 'EFO_1001916']",False,['ENSG00000108576' 'ENSG00000178394']
CHEMBL4594250,NETARSUDIL,Small molecule,False,2017.0,,['CHEMBL4594251'],['Orphanet_98974' 'EFO_0004190' 'EFO_1001069' 'EFO_1000879' 'EFO_0000516'],False,['ENSG00000134318' 'ENSG00000067900']
CHEMBL490,PAROXETINE,Small molecule,True,1992.0,,"['CHEMBL1449490' 'CHEMBL1200609' 'CHEMBL1708' 'CHEMBL1256912'
 'CHEMBL3133300' 'CHEMBL1628650']","['EFO_0004320' 'EFO_0005687' 'EFO_0004262' 'MONDO_0002009' 'EFO_0000555'
 'HP_0000726' 'EFO_1001917' 'HP_0031217' 'EFO_0003829' 'EFO_0000289'
 'MONDO_0002050' 'EFO_0003761' 'EFO_0004242' 'EFO_0005230' 'EFO_0000692'
 'EFO_1001872' 'EFO_0005762' 'HP_0000360' 'EFO_0000685' 'EFO_0002508'
 'EFO_0001645' 'EFO_0000677' 'EFO_1001908' 'EFO_0001358' 'MONDO_0002775'
 'EFO_1001892' 'EFO_0004220' 'EFO_0007948' 'EFO_0000612' 'EFO_0003918'
 'EFO_0003922']",False,['ENSG00000108576']
CHEMBL5,NALIDIXIC ACID,Small molecule,False,1964.0,,['CHEMBL1741367' 'CHEMBL1255939'],,False,
CHEMBL512351,BETRIXABAN,Small molecule,True,2017.0,,,"['HP_0001907' 'MP_0001914' 'EFO_0003086' 'EFO_0003911' 'EFO_0000275'
 'EFO_0001421' 'EFO_0004286' 'HP_0004419']",False,['ENSG00000126218']
CHEMBL532,ERYTHROMYCIN,Small molecule,False,1964.0,,"['CHEMBL1200506' 'CHEMBL1200476' 'CHEMBL1200510' 'CHEMBL3545060'
 'CHEMBL3786307']",,False,
CHEMBL80,NALOXONE,Small molecule,False,1971.0,,['CHEMBL3186613' 'CHEMBL1718' 'CHEMBL1512507'],"['EFO_0004240' 'MONDO_0001583' 'HP_0000989' 'EFO_0000555' 'MONDO_0004567'
 'MONDO_0004565' 'MONDO_0018555' 'EFO_0003913' 'EFO_0000474' 'EFO_0002506'
 'HP_0003419' 'EFO_0003047' 'EFO_1000785' 'EFO_0005762' 'EFO_0005203'
 'HP_0012532' 'EFO_0005612' 'EFO_0002508' 'EFO_0010702' 'EFO_0001073'
 'EFO_0003843' 'EFO_0000311' 'EFO_0003890' 'EFO_0009842' 'EFO_0005800'
 'EFO_0001359' 'EFO_1001051' 'EFO_0005611' 'EFO_0004699' 'EFO_0004270'
 'HP_0002019']",False,['ENSG00000116329' 'ENSG00000082556' 'ENSG00000112038']
CHEMBL1200406,DIMENHYDRINATE,Small molecule,False,1972.0,,,"['EFO_1001463' 'HP_0002321' 'EFO_0004888' 'HP_0002013' 'MONDO_0004900'
 'HP_0002018']",False,['ENSG00000196639']
CHEMBL1201622,PORACTANT ALFA,Unknown,False,1999.0,,,,False,
CHEMBL1444,LETROZOLE,Small molecule,False,1997.0,,,"['EFO_1000256' 'EFO_0003869' 'Orphanet_64739' 'EFO_0001075' 'EFO_1001346'
 'EFO_0003859' 'MONDO_0015686' 'EFO_0001065' 'MONDO_0003061'
 'MONDO_0007254' 'Orphanet_538' 'EFO_0005952' 'MONDO_0002087'
 'EFO_0003882' 'EFO_0000305' 'EFO_1000984' 'MONDO_0018555' 'EFO_0002950'
 'MONDO_0002158' 'EFO_0000588' 'EFO_0000564' 'EFO_0000279' 'EFO_1000251'
 'MONDO_0002715' 'EFO_0001416' 'EFO_0000616' 'EFO_0008509' 'Orphanet_145'
 'EFO_0000186' 'EFO_0000545' 'MONDO_0004658' 'EFO_1001757' 'MONDO_0008170'
 'EFO_1001512' 'EFO_0000313' 'MONDO_0002775' 'EFO_0001073' 'EFO_0000660'
 'EFO_0003060' 'Orphanet_418' 'EFO_0009708' 'HP_0004322' 'EFO_0000304'
 'EFO_0000553' 'EFO_0000731' 'MONDO_0011962' 'EFO_0000432' 'HP_0001510'
 'EFO_0003833' 'MONDO_0024880' 'EFO_0003922' 'EFO_1000233']",False,['ENSG00000137869']
CHEMBL1454,LEVAMISOLE,Small molecule,False,1990.0,,['CHEMBL1770'],,False,
CHEMBL1599,CEPHAPIRIN,Small molecule,False,1974.0,,['CHEMBL1201043' 'CHEMBL3989837'],,False,
CHEMBL1697733,ACETYLCARNITINE,Small molecule,False,,,,,False,
CHEMBL1742991,BENRALIZUMAB,Antibody,False,2017.0,,,"['EFO_0004232' 'HP_0006536' 'EFO_0005531' 'EFO_0007486' 'EFO_1000391'
 'HP_0001871' 'EFO_0000270' 'EFO_0000341' 'EFO_0000274' 'EFO_1001467'
 'EFO_0007187']",False,['ENSG00000091181']
CHEMBL1766,DESOXIMETASONE,Small molecule,False,1977.0,,,['EFO_0000676' 'EFO_0000274'],False,['ENSG00000113580']
CHEMBL196,ASCORBIC ACID,Small molecule,False,1985.0,,['CHEMBL3350399'],,False,
CHEMBL2095209,ICOSAPENT ETHYL,Small molecule,False,2012.0,,,,False,
CHEMBL2111030,PROTHIPENDYL,Small molecule,False,,,['CHEMBL2107124'],,False,
CHEMBL2364968,ERGOLOID,Small molecule,False,1953.0,,['CHEMBL2311030'],['EFO_0004718' 'EFO_0000319'],False,"['ENSG00000184160' 'ENSG00000178394' 'ENSG00000135312' 'ENSG00000274286'
 'ENSG00000184845' 'ENSG00000069696' 'ENSG00000149295' 'ENSG00000151577'
 'ENSG00000171873' 'ENSG00000170214' 'ENSG00000120907' 'ENSG00000169676'
 'ENSG00000150594']"
CHEMBL514,LOMUSTINE,Small molecule,True,1976.0,,['CHEMBL3250425' 'CHEMBL3250423' 'CHEMBL3250424'],,False,
CHEMBL54,HALOPERIDOL,Small molecule,True,1967.0,,"['CHEMBL2096643' 'CHEMBL4297147' 'CHEMBL1160253' 'CHEMBL545608'
 'CHEMBL2234294']","['EFO_0004216' 'EFO_0003821' 'EFO_0000249' 'EFO_0003015' 'HP_0000726'
 'EFO_0005323' 'EFO_0003768' 'EFO_0005407' 'EFO_0009267' 'EFO_1000948'
 'EFO_0003843' 'HP_0002018' 'HP_0000713' 'EFO_0007191' 'Orphanet_399'
 'EFO_0004247' 'EFO_0000289' 'MONDO_0002050' 'EFO_0004895' 'EFO_0004888'
 'EFO_0004701' 'EFO_0005230' 'EFO_0000692' 'EFO_0005411' 'EFO_0009954']",False,['ENSG00000149295' 'ENSG00000069696' 'ENSG00000102468' 'ENSG00000151577']
CHEMBL590,MENADIONE,Small molecule,False,,,,,False,
